Blank time	Blank intensity	Aliquot 1 time	Aliquot 1 intensity	Ali 2 time	Ali 2 intensity	Ali 3 time	Ali 3 intensity						
0.245	10												
0.5881	10								Retention time to be analyzed 2.3769-3.112 min				
1.1272	10												
1.5927	10												
1.6418	10												
1.7153	10			2.3769	50								
2.6709	10			2.4014	40								
2.818	10			2.4259	60								
2.9405	10			2.4504	110	2.4014	70						
3.5286	10			2.4749	90	2.4259	90						
3.7001	10			2.4994	170	2.4504	130						
3.8226	10			2.5239	390	2.4749	160						
3.8471	10	2.4259	140	2.5484	420	2.4994	310						
3.8716	40	2.4504	140	2.5729	450	2.5239	260						
4.6312	10	2.4749	180	2.5974	590	2.5484	220						
4.7293	10	2.4994	260	2.6219	370	2.5729	450						
4.9988	10	2.5239	290	2.6464	230	2.5974	460						
		2.5484	390	2.6709	240	2.6219	440						
		2.5729	820	2.6954	220	2.6464	260						
		2.5974	390	2.7199	120	2.6709	230		Average	STDEV	3*STDEV	LOD	
		2.6219	590	2.7444	100	2.6954	230		16.66666667	5.773502692	17.32050808	33.98717474	
		2.6464	180	2.7689	130	2.7199	150						
		2.6709	180	2.7935	110	2.7444	40						
		2.6954	110	2.818	20	2.7689	50						
		2.7199	90	2.8424	80	2.7935	70						
		2.7444	70	2.867	110	2.818	30						
		2.7689	70	2.8915	290	2.8424	100						
		2.7935	80	2.916	220	2.867	60						
		2.818	100	2.9405	230	2.8915	170						
		2.8424	120	2.965	140	2.916	160						
		2.867	110	2.9895	120	2.9405	130						
		2.8915	120	3.014	150	2.965	170						
		2.916	250	3.0385	30	2.9895	110						
		2.9405	170	3.063	70	3.014	80						
		2.965	240	3.0875	90	3.0385	120						
		2.9895	90	3.112	10	3.063	40						
		3.014	150			3.0875	50						
		3.0385	100			3.112	20						
		3.063	20										
		3.0875	20										
		3.112	10										
