Blank time	Blank intensity	Aliquot 1 time	Aliquot 1 intensity	Ali 2 time	Ali 2 intensity	Ali 3 time	Ali 3 intensity						
0.245	10												
0.5881	10								Retention time to be analyzed 2.3769-3.112 min				
1.1272	10												
1.5927	10												
1.6418	10												
1.7153	10												
2.6709	10	2.4994	180										
2.818	10	2.5239	290										
2.9405	10	2.5484	390										
3.5286	10	2.5729	600										
3.7001	10	2.5974	440										
3.8226	10	2.6219	760										
3.8471	10	2.6464	620	2.4259	80	2.4749	130						
3.8716	40	2.6709	490	2.4504	50	2.4994	190						
4.6312	10	2.6954	500	2.4749	90	2.5239	280						
4.7293	10	2.7199	260	2.4994	230	2.5484	430						
4.9988	10	2.7444	190	2.5239	300	2.5729	630						
		2.7689	130	2.5484	390	2.5974	790						
		2.7935	280	2.5729	600	2.6219	590						
		2.818	250	2.5974	730	2.6464	490		Average	STDEV	3*STDEV	LOD	
		2.8424	270	2.6219	570	2.6709	440		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	
		2.867	170	2.6464	610	2.6954	200						
		2.8915	150	2.6709	380	2.7199	240						
		2.916	170	2.6954	240	2.7444	180						
		2.9405	170	2.7199	310	2.7689	210						
		2.965	200	2.7444	160	2.7935	170						
		2.9895	120	2.7689	180	2.818	200						
		3.014	110	2.7935	160	2.8424	60						
				2.818	180	2.867	160						
				2.8424	200	2.8915	220						
				2.867	150	2.916	230						
				2.8915	210	2.9405	60						
				2.916	110	2.965	130						
				2.9405	220	2.9895	120						
				2.965	140	3.014	120						
				2.9895	130								
				3.014	50								
