Blank time	Blank intensity	Aliquot 1 time	Aliquot 1 intensity	Ali 2 time	Ali 2 intensity	Ali 3 time	Ali 3 intensity						
0.098	10												
0.1225	10								Retention time to be analyzed 2.3769-2.916 min				
0.245	10												
0.3185	10												
0.4411	10												
0.4656	10												
0.5881	10												
0.6126	10												
0.8331	20												
0.9556	10												
1.9113	20												
2.1319	20												
2.3034	10												
2.3524	10												
2.6709	10												
2.8424	10												
3.161	10	2.4014	630										
3.357	10	2.4259	1870										
3.3816	10	2.4504	3250										
3.455	20	2.4749	9140			2.4014	630		Average	STDEV	3*STDEV	LOD	
3.6266	10	2.4994	17020	2.4014	770	2.4259	1710		630	#DIV/0!	#DIV/0!	#DIV/0!	
3.9696	20	2.5239	20500	2.4259	2340	2.4504	3920						
4.2392	10	2.5484	49290	2.4504	5030	2.4749	9670						
4.4842	10	2.5729	41460	2.4749	9180	2.4994	16380						
4.5087	10	2.5974	55850	2.4994	16890	2.5239	25110						
4.9743	10	2.6219	71640	2.5239	21400	2.5484	30160						
		2.6464	69090	2.5484	43560	2.5729	37630						
		2.6709	45560	2.5729	49430	2.5974	56640						
		2.6954	31880	2.5974	47350	2.6219	72340						
		2.7199	22230	2.6219	68250	2.6464	47840						
		2.7444	16530	2.6464	42750	2.6709	32420						
		2.7689	11620	2.6709	35540	2.6954	27450						
		2.7935	14910	2.6954	25520	2.7199	15700						
		2.818	8000	2.7199	24620	2.7444	11750						
		2.8424	3270	2.7444	15850	2.7689	16100						
		2.867	1540	2.7689	11570	2.7935	10950						
		2.8915	1990	2.7935	15710	2.818	7900						
		2.916	1540	2.818	9460	2.8424	2440						
		2.9405	1010	2.8424	2840	2.867	1250						
				2.867	1800	2.8915	1570						
				2.8915	1050	2.916	1110						
				2.916	810	2.9405	960						
				2.9405	720								
