Blank time	Blank intensity	Aliquot 1 time	Aliquot 1 intensity	Ali 2 time	Ali 2 intensity	Ali 3 time	Ali 3 intensity						
0	70												
0.0245	70												
0.049	70												
0.0735	80								Retention time to be analyzed 2.3769-3.161				
0.098	70												
0.1225	130												
0.147	170												
0.1715	130												
0.196	210												
0.2205	110												
0.245	90												
0.2695	100												
0.2941	100												
0.3185	50												
0.3431	130												
0.3676	130												
0.3921	100												
0.4166	120												
0.4411	150												
0.4656	110												
0.4901	90												
0.5146	160												
0.5391	200									Average	STDEV	3*STDEV	LOD
0.5636	110									#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
0.5881	60												
0.6126	70												
0.6371	90												
0.6616	70												
0.6861	110												
0.7106	20												
0.7351	90												
0.7596	70												
0.7841	110												
0.8086	120												
0.8331	90												
0.8576	160												
0.8821	160												
0.9067	120												
0.9312	100												
0.9556	110												
0.9801	120												
1.0047	90												
1.0292	100												
1.0537	60												
1.0782	80												
1.1027	70												
1.1272	70												
1.1517	60												
1.1762	80												
1.2007	60												
1.2252	110												
1.2497	80												
1.2742	20												
1.2987	60												
1.3232	20												
1.3477	110												
1.3722	110												
1.3967	100												
1.4212	90												
1.4457	80												
1.4702	70												
1.4947	70												
1.5193	40												
1.5438	90												
1.5682	120												
1.5927	100												
1.6173	40												
1.6418	110												
1.6663	90												
1.6908	130												
1.7153	80												
1.7398	80												
1.7643	160												
1.7888	90												
1.8133	70												
1.8378	30												
1.8623	90												
1.8868	60												
1.9113	50												
1.9358	100												
1.9603	80												
1.9848	80												
2.0093	80												
2.0338	60												
2.0583	70												
2.0828	90												
2.1073	60												
2.1319	70												
2.1563	40												
2.1809	50												
2.2053	50												
2.2299	90												
2.2544	40												
2.2789	110												
2.3034	110												
2.3279	160												
2.3524	90												
2.3769	160												
2.4014	160												
2.4259	140												
2.4504	160	2.4504	230	2.4504	260	2.4504	350						
2.4749	160	2.4749	370	2.4749	600	2.4749	510						
2.4994	120	2.4994	780	2.4994	1020	2.4994	920						
2.5239	130	2.5239	1190	2.5239	1560	2.5239	1320						
2.5484	70	2.5484	1530	2.5484	1660	2.5484	1600						
2.5729	90	2.5729	2270	2.5729	3160	2.5729	2690						
2.5974	100	2.5974	2790	2.5974	2940	2.5974	3040						
2.6219	90	2.6219	3390	2.6219	3650	2.6219	2620						
2.6464	110	2.6464	2970	2.6464	2510	2.6464	2620						
2.6709	60	2.6709	3380	2.6709	2140	2.6709	1980						
2.6954	40	2.6954	2590	2.6954	2210	2.6954	2220						
2.7199	60	2.7199	2590	2.7199	1850	2.7199	2370						
2.7444	90	2.7444	2050	2.7444	1610	2.7444	1870						
2.7689	70	2.7689	1730	2.7689	1930	2.7689	1800						
2.7935	90	2.7935	1490	2.7935	1390	2.7935	1210						
2.818	30	2.818	2130	2.818	3020	2.818	3770						
2.8424	70	2.8424	4720	2.8424	4320	2.8424	3570						
2.867	20	2.867	2340	2.867	2140	2.867	1250						
2.8915	100	2.8915	950	2.8915	780	2.8915	720						
2.916	80	2.916	680	2.916	640	2.916	880						
2.9405	40	2.9405	710	2.9405	670	2.9405	610						
2.965	20	2.965	520	2.965	510	2.965	540						
2.9895	160	2.9895	520	2.9895	460	2.9895	510						
3.014	40	3.014	410	3.014	460	3.014	370						
3.0385	50	3.0385	260	3.0385	320	3.0385	450						
3.063	60	3.063	280	3.063	360	3.063	300						
3.0875	50	3.0875	200	3.0875	420	3.0875	250						
3.112	60	3.112	140	3.112	230	3.112	130						
3.1365	130												
3.161	120												
3.1855	110												
3.21	50												
3.2345	40												
3.259	110												
3.2835	130												
3.308	120												
3.3325	100												
3.357	70												
3.3816	90												
3.406	120												
3.4306	70												
3.455	80												
3.4795	130												
3.5041	110												
3.5286	70												
3.5531	90												
3.5776	80												
3.6021	80												
3.6266	110												
3.6511	90												
3.6756	50												
3.7001	70												
3.7246	50												
3.7491	80												
3.7736	60												
3.7981	110												
3.8226	70												
3.8471	120												
3.8716	70												
3.8961	110												
3.9206	80												
3.9451	110												
3.9696	120												
3.9941	60												
4.0187	150												
4.0431	90												
4.0676	70												
4.0922	150												
4.1167	90												
4.1412	110												
4.1657	70												
4.1902	80												
4.2147	90												
4.2392	10												
4.2637	140												
4.2882	90												
4.3127	100												
4.3372	180												
4.3617	40												
4.3862	70												
4.4107	90												
4.4352	80												
4.4597	70												
4.4842	70												
4.5087	170												
4.5332	70												
4.5577	130												
4.5822	100												
4.6067	80												
4.6312	150												
4.6557	170												
4.6803	130												
4.7048	110												
4.7293	50												
4.7538	110												
4.7783	150												
4.8028	170												
4.8273	160												
4.8518	80												
4.8763	110												
4.9008	160												
4.9253	140												
4.9498	120												
4.9743	130												
4.9988	90												
5.0233	80												
