Blank time	Blank intensity	Aliquot 1 time	Aliquot 1 intensity	Ali 2 time	Ali 2 intensity	Ali 3 time	Ali 3 intensity						
0	10												
0.0245	20												
0.049	20								Retention time to be analyzed 2.3796-3.259 min				
0.0735	30												
0.147	10												
0.196	10												
0.3431	10												
0.4411	50												
0.6126	10												
0.6861	10												
1.0047	20												
1.0292	10												
1.0537	10												
1.0782	10												
1.1272	10												
1.1517	10												
1.2742	20												
1.3722	10												
1.3967	20												
1.4702	10												
1.5682	10												
1.7398	10												
1.7888	20									Average	STDEV	3*STDEV	LOD
1.8623	10									#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
1.9113	30												
1.9603	10												
2.1319	30												
2.1563	10												
2.1809	10												
2.2053	10												
2.2544	10	2.4749	160										
2.3769	10	2.4994	200										
2.5239	10	2.5239	360										
2.5484	20	2.5484	610										
2.6709	10	2.5729	790										
2.6954	10	2.5974	950			2.4504	170						
2.818	10	2.6219	1000			2.4749	170						
2.8424	30	2.6464	770			2.4994	400						
2.9405	10	2.6709	540			2.5239	450						
3.2835	30	2.6954	630			2.5484	710						
3.357	10	2.7199	410			2.5729	600						
3.406	10	2.7444	280	2.4504	100	2.5974	1470						
3.5041	20	2.7689	150	2.4749	160	2.6219	1230						
3.5531	10	2.7935	340	2.4994	250	2.6464	830						
3.6021	10	2.818	390	2.5239	690	2.6709	360						
3.6266	10	2.8424	230	2.5484	650	2.6954	330						
3.7491	10	2.867	200	2.5729	880	2.7199	230						
3.7981	20	2.8915	160	2.5974	1040	2.7444	250						
3.8226	10	2.916	170	2.6219	1080	2.7689	260						
3.8961	30	2.9405	290	2.6464	870	2.7935	230						
3.9451	10	2.965	170	2.6709	580	2.818	390						
3.9696	10	2.9895	160	2.6954	430	2.8424	110						
4.0187	10	3.014	110	2.7199	310	2.867	130						
4.0431	20			2.7444	270	2.8915	230						
4.1412	10			2.7689	220	2.916	140						
4.1902	10			2.7935	260	2.9405	150						
4.3127	10			2.818	330	2.965	100						
4.4107	10			2.8424	140	2.9895	140						
4.5332	10			2.867	310	3.014	90						
4.6803	20			2.8915	320								
4.7783	10			2.916	140								
4.9498	20			2.9405	120								
5.0723	20			2.965	80								
				2.9895	120								
				3.014	110								
